"Species","trait_name","value"
"Leptospermum","Light","Sunny, Light shade"
"Leptospermum","Growth Habit","Evergreen, Weeping"
"Leptospermum","Lifespan","Perennial"
"Leptospermum","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum","Frost Tolerance","Tolerates light frost"
"Leptospermum","Plant Usage","Groundcover, Feature plant"
"Leptospermum","Special Uses","Cut flower, Bonsai, Erosion control, Honey producing plant, Fast growing, Playground friendly"
"Leptospermum","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum","description","A lovely dwarf, cascading shrub with small mid-green leaves and masses of stunning white flowers in spring. It is well named, with the profuse blossoms on arching branches making it look like foamy wave. A good easy care plant with a great ground covering habit. A perfect plant for small gardens and large tubs and is ideal for use on banks and cascading over retaining walls. Frost tolerant."
"Leptospermum","Scientific Name","Leptospermum"
"Leptospermum","Family","Myrtaceae"
"Leptospermum","Common Name","Tea Tree"
"Leptospermum","Plant Type","Large shrub"
"Leptospermum","Height","1 ~ 2 metre"
"Leptospermum","Width","1 ~ 1.5 metre"
"Leptospermum","Flower Colour","Pink"
"Leptospermum","Flowering Time","Spring"
"Leptospermum","Ph Level","Acid, Neutral, Alkaline"
"Leptospermum","Soil Type","Loamy, Sandy loam, Clay loam, Potting mix, Poor soil"
"Leptospermum","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cottage garden, Flower garden, Coastal garden, Drought resistant"
"Leptospermum","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool"
"Leptospermum","Light","Sunny, Light shade"
"Leptospermum","Growth Habit","Evergreen, Spreading"
"Leptospermum","Lifespan","Perennial"
"Leptospermum","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum","Frost Tolerance","Tolerates light frost"
"Leptospermum","Plant Usage","Hedge, Feature plant, Screen, Wow factor"
"Leptospermum","Special Uses","Cut flower, Bonsai, Honey producing plant, Fast growing, Playground friendly"
"Leptospermum","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum","description","A beautiful upright medium shrub with small mid-green leaves. It produces a flourish of showy  pink flowers in spring, which make great cut flowers. A great feature or container plant, can also be used as a flowering hedge or screen if well pruned. Can be used for sunny positions and in light shade. Pruning after flowering is beneficial, and feed in spring with a good native fertiliser. Best in well drained but moist soils."
"Leptospermum","Scientific Name","Leptospermum"
"Leptospermum","Family","Myrtaceae"
"Leptospermum","Common Name","Tea Tree"
"Leptospermum","Plant Type","Large shrub"
"Leptospermum","Height","2 ~ 3 metres"
"Leptospermum","Width","1.5 ~ 2 metres"
"Leptospermum","Flower Colour","Red"
"Leptospermum","Flowering Time","Summer"
"Leptospermum","Ph Level","Acid, Neutral"
"Leptospermum","Soil Type","Loamy, Sandy loam, Clay loam, Potting mix"
"Leptospermum","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cottage garden, Flower garden, Coastal garden, Drought resistant"
"Leptospermum","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool"
"Leptospermum","Light","Sunny, Light shade"
"Leptospermum","Growth Habit","Evergreen, Dense foliage"
"Leptospermum","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum","Plant Usage","Feature plant, Screen"
"Leptospermum","Special Uses","Cut flower, Honey producing plant, Fast growing, Playground friendly"
"Leptospermum","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum","description","A fast growing medium shrub and features purplish new folaige growth and large red flowers in summer rather than spring as for most tea trees. Great feature or screen plant, great for cut flowers. Frost tolerant."
"Leptospermum","Scientific Name","Leptospermum"
"Leptospermum","Family","Myrtaceae"
"Leptospermum","Common Name","Tea Tree"
"Leptospermum","Plant Type","Large shrub"
"Leptospermum","Height","1.5 ~ 2 metres"
"Leptospermum","Width","1 ~ 1.2 metre"
"Leptospermum","Flower Colour","Pink, Mauve"
"Leptospermum","Flowering Time","Spring"
"Leptospermum","Ph Level","Acid, Neutral"
"Leptospermum","Soil Type","Loamy, Sandy loam, Clay loam, Potting mix"
"Leptospermum","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cottage garden, Flower garden, Coastal garden, Drought resistant"
"Leptospermum","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool"
"Leptospermum","Light","Sunny, Light shade"
"Leptospermum","Growth Habit","Evergreen, Column-shaped"
"Leptospermum","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum","Frost Tolerance","Tolerates light frost"
"Leptospermum","Plant Usage","Feature plant, Screen"
"Leptospermum","Special Uses","Cut flower, Bonsai, Honey producing plant, Fast growing, Playground friendly"
"Leptospermum","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum","description","A hardy small to medium upright shrub with brightly coloured flowers in spring and dark, glossy foliage. It is relatively narrow and therefore suitable for confined spaces such as driveways or can be used as a screen or feature plant. Flowers are good for floral work, pick in bud. Also great for bees and small insects and birds, as they are rich in nectar. Prune after flowering to encourage a more dense habit which gives more flowering next season."
"Leptospermum","Scientific Name","Leptospermum"
"Leptospermum","Family","Myrtaceae"
"Leptospermum","Common Name","Tea Tree"
"Leptospermum","Plant Type","Large shrub"
"Leptospermum","Height","1.5 ~ 2 metres"
"Leptospermum","Width","1.5 ~ 2 metres"
"Leptospermum","Flower Colour","Red, Pink"
"Leptospermum","Flowering Time","Spring"
"Leptospermum","Ph Level","Acid, Neutral"
"Leptospermum","Soil Type","Loamy, Sandy loam, Clay loam, Potting mix"
"Leptospermum","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cottage garden, Flower garden, Coastal garden, Drought resistant"
"Leptospermum","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool"
"Leptospermum","Light","Sunny, Light shade"
"Leptospermum","Growth Habit","Evergreen, Dense foliage, Weeping"
"Leptospermum","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum","Frost Tolerance","Tolerates light frost"
"Leptospermum","Plant Usage","Feature plant, Screen, Wow factor"
"Leptospermum","Special Uses","Cut flower, Honey producing plant, Fast growing, Playground friendly"
"Leptospermum","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum","description","A low spreading shrub with small mid-green leaves and showy large red flowers that age to pink in spring. Weeping foliage, grows to 2 metres high and 1.5 metres wide. Perfect as a feature or screen plant in the garden. Likes well drained but moist soil, sunny to light shade. Tolerates light frost. Prune lightly after flowering to encourage a more dense habit. A good habitat shrub for smaller birds, bees and insects."
"Leptospermum","Scientific Name","Leptospermum"
"Leptospermum","Family","Myrtaceae"
"Leptospermum","Common Name","Tea Tree"
"Leptospermum","Plant Type","Small shrub"
"Leptospermum","Height","1 ~ 1.5 metre"
"Leptospermum","Width","1 ~ 1.5 metre"
"Leptospermum","Flower Colour","White, Pink"
"Leptospermum","Flowering Time","Spring"
"Leptospermum","Ph Level","Acid, Neutral, Alkaline"
"Leptospermum","Soil Type","Loamy, Sandy loam, Clay loam, Potting mix"
"Leptospermum","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cottage garden, Flower garden, Coastal garden, Drought resistant"
"Leptospermum","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool"
"Leptospermum","Light","Sunny, Light shade"
"Leptospermum","Growth Habit","Evergreen, Dense foliage, Spreading"
"Leptospermum","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum","Frost Tolerance","Tolerates light frost"
"Leptospermum","Plant Usage","Feature plant, Screen, Wow factor"
"Leptospermum","Special Uses","Cut flower, Honey producing plant, Fast growing, Playground friendly"
"Leptospermum","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum","description","A low spreading shrub with small mid-green leaves and masses stunning large white flowers in spring that age to bi-coloured pink. Perfect for pot culture or as a feature plant in the garden. Drought and frost hardy once established."
"Leptospermum","Scientific Name","Leptospermum"
"Leptospermum","Family","Myrtaceae"
"Leptospermum","Common Name","Tea Tree"
"Leptospermum","Plant Type","Small shrub"
"Leptospermum","Height","0.8 ~ 1 metre"
"Leptospermum","Width","1 ~ 1.5 metre"
"Leptospermum","Flower Colour","Pink"
"Leptospermum","Flowering Time","Spring"
"Leptospermum","Ph Level","Acid, Neutral"
"Leptospermum","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Potting mix"
"Leptospermum","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cottage garden, Flower garden, Coastal garden, Drought resistant"
"Leptospermum","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool"
"Leptospermum","Light","Sunny, Light shade"
"Leptospermum","Growth Habit","Evergreen, Dense foliage, Spreading"
"Leptospermum","Lifespan","Perennial"
"Leptospermum","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum","Frost Tolerance","Tolerates light frost"
"Leptospermum","Plant Usage","Feature plant, Screen, Wow factor"
"Leptospermum","Special Uses","Cut flower, Bonsai, Fast growing, Playground friendly"
"Leptospermum","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum","description","A low growing and spreading shrub to around a metre high and wide, with small mid-green leaves. It has profuse magenta flowers in spring which create a stunning display. Perfect for pot culture or as a feature plant in the garden. A great low maintenance plant for moist but well drained soils. Prune back after flowering and feed in spring with a good native plant fertilizer."
"Leptospermum obovatum","Scientific Name","Leptospermum obovatum"
"Leptospermum obovatum","Family","Myrtaceae"
"Leptospermum obovatum","Common Name","Tea Tree"
"Leptospermum obovatum","Plant Type","Large shrub"
"Leptospermum obovatum","Height","2 ~ 2.5 metres"
"Leptospermum obovatum","Width","1.5 ~ 1.8 metres"
"Leptospermum obovatum","Flower Colour","White"
"Leptospermum obovatum","Flowering Time","Spring"
"Leptospermum obovatum","Ph Level","Acid, Neutral"
"Leptospermum obovatum","Soil Type","Loamy, Sandy loam, Clay loam, Potting mix"
"Leptospermum obovatum","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Coastal garden, Drought resistant"
"Leptospermum obovatum","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool"
"Leptospermum obovatum","Light","Sunny, Light shade"
"Leptospermum obovatum","Growth Habit","Evergreen, Dense foliage, Spreading"
"Leptospermum obovatum","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum obovatum","Frost Tolerance","Tolerates light frost"
"Leptospermum obovatum","Plant Usage","Feature plant, Screen, Windbreak, Attractive foliage"
"Leptospermum obovatum","Special Uses","Cut flower, Honey producing plant, Bird nesting plant, Fast growing, Playground friendly"
"Leptospermum obovatum","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum obovatum","description","A graceful pendulous with soft, fine, dark purple foliage and purple-pink young stems. The flowers attract butterflies, and wrens and thornbills love to forage amongst the blossom. It may be planted as an eye-catching specimen in a paved courtyard, an informal screen against wall or fence line, or as a medium-sized hedge."
"Leptospermum obovatum","Scientific Name","Leptospermum obovatum"
"Leptospermum obovatum","Family","Myrtaceae"
"Leptospermum obovatum","Common Name","Tea Tree"
"Leptospermum obovatum","Plant Type","Large shrub"
"Leptospermum obovatum","Height","0.5 ~ 1 metre"
"Leptospermum obovatum","Width","1 ~ 1.2 metre"
"Leptospermum obovatum","Flower Colour","Cream"
"Leptospermum obovatum","Flowering Time","Spring"
"Leptospermum obovatum","Ph Level","Mildly acid, Neutral, Mildly alkaline"
"Leptospermum obovatum","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Potting mix, Poor soil"
"Leptospermum obovatum","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cottage garden, Flower garden, Coastal garden, Drought resistant"
"Leptospermum obovatum","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool, Semi-arid"
"Leptospermum obovatum","Light","Sunny, Light shade"
"Leptospermum obovatum","Growth Habit","Evergreen, Dense foliage, Mound-shaped"
"Leptospermum obovatum","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum obovatum","Special Uses","Cut flower, Fragrant oils, Bonsai, Bog gardens, Honey producing plant, Fast growing"
"Leptospermum obovatum","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum obovatum","description","A small dense mounding shrub with soft lemon-scented foliage with a profusion of lime-cream flowers that attract butterflies and provide food for insect-foraging small birds such as Scrub Wrens. It is perfect for low hedging, with minimal shaping required; may be planted beside pools and bog gardens; and can be clipped regularly to create a formal ball in a decorative container."
"Leptospermum morrisonii","Scientific Name","Leptospermum morrisonii"
"Leptospermum morrisonii","Family","Myrtaceae"
"Leptospermum morrisonii","Common Name","Tea Tree"
"Leptospermum morrisonii","Plant Type","Large shrub"
"Leptospermum morrisonii","Height","3 metres"
"Leptospermum morrisonii","Width","1.5 metres"
"Leptospermum morrisonii","Flower Colour","White"
"Leptospermum morrisonii","Flowering Time","Spring"
"Leptospermum morrisonii","Ph Level","Acid, Neutral, Alkaline"
"Leptospermum morrisonii","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Potting mix, Poor soil"
"Leptospermum morrisonii","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cottage garden, Flower garden, Coastal garden, Drought resistant"
"Leptospermum morrisonii","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool"
"Leptospermum morrisonii","Light","Sunny, Light shade"
"Leptospermum morrisonii","Growth Habit","Evergreen, Spreading"
"Leptospermum morrisonii","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum morrisonii","Frost Tolerance","Tolerates light frost"
"Leptospermum morrisonii","Plant Usage","Hedge, Feature plant, Screen, Fragrant, Attractive foliage, Wow factor"
"Leptospermum morrisonii","Special Uses","Cut flower, Tea, Fragrant oils, Bonsai, Erosion control, Honey producing plant, Fast growing, Playground friendly"
"Leptospermum morrisonii","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum morrisonii","description","A tall shrub with striking burgundy coloured new growth and white flowers. It is great for a fast growing screen or hedge. The bold coloured leaves are useful for cut foliage in flower arrangements."
"Leptospermum petersonii","Scientific Name","Leptospermum petersonii"
"Leptospermum petersonii","Family","Myrtaceae"
"Leptospermum petersonii","Common Name","Tea Tree"
"Leptospermum petersonii","Plant Type","Small shrub, Large shrub"
"Leptospermum petersonii","Height","1.5 ~ 2 metres"
"Leptospermum petersonii","Width","1.5 metres"
"Leptospermum petersonii","Flower Colour","White"
"Leptospermum petersonii","Flowering Time","Spring"
"Leptospermum petersonii","Ph Level","Acid, Neutral"
"Leptospermum petersonii","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Potting mix, Poor soil"
"Leptospermum petersonii","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Coastal garden, Drought resistant"
"Leptospermum petersonii","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool"
"Leptospermum petersonii","Light","Sunny, Light shade"
"Leptospermum petersonii","Growth Habit","Evergreen, Spreading"
"Leptospermum petersonii","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum petersonii","Frost Tolerance","Tolerates light frost"
"Leptospermum petersonii","Plant Usage","Hedge, Screen, Fragrant"
"Leptospermum petersonii","Special Uses","Edible, Cut flower, Tea, Fragrant oils, Bonsai, Erosion control, Honey producing plant, Fast growing, Playground friendly"
"Leptospermum petersonii","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum petersonii","description","A graceful weeping, evergreen compact form of the lemon scented tea tree.  It has a spectacular display of snow-white flowers in Spring and the foliage has a delightful fresh lemon scent when crushed. It is a tough plant that will grow in a wide range of soil types and climates as either a feature or screen plant."
"Leptospermum","Scientific Name","Leptospermum"
"Leptospermum","Family","Myrtaceae"
"Leptospermum","Common Name","Tea Tree"
"Leptospermum","Plant Type","Small shrub, Large shrub"
"Leptospermum","Height","1 ~ 1.5 metre"
"Leptospermum","Width","1 ~ 1.5 metre"
"Leptospermum","Flower Colour","Pink"
"Leptospermum","Flowering Time","Spring"
"Leptospermum","Ph Level","Acid, Neutral, Alkaline"
"Leptospermum","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Potting mix, Poor soil"
"Leptospermum","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cottage garden, Flower garden, Coastal garden, Drought resistant"
"Leptospermum","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool"
"Leptospermum","Light","Sunny, Light shade"
"Leptospermum","Growth Habit","Evergreen, Dense foliage"
"Leptospermum","Lifespan","Perennial"
"Leptospermum","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum","Frost Tolerance","Tolerates light frost"
"Leptospermum","Plant Usage","Hedge, Feature plant, Wow factor"
"Leptospermum","Special Uses","Cut flower, Bonsai, Honey producing plant, Fast growing, Playground friendly"
"Leptospermum","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum","description","An upright shrub growing to around 1.5 metres high and a metre wide, and has a glorious profusion of bright pink flowers in spring. It is a tough plant that will grow in a wide range of soil types and climates as either a feature or screen plant. It can also be used as an informal hedging and screening plant. Pruning after flowering will increase the density of the plant, and this is a good time to shape the plant. The flowers are nectar rich, and are great for floral work."
"Leptospermum","Scientific Name","Leptospermum"
"Leptospermum","Family","Myrtaceae"
"Leptospermum","Common Name","Tea Tree"
"Leptospermum","Plant Type","Large shrub"
"Leptospermum","Height","1 ~ 1.5 metre"
"Leptospermum","Width","1 metre"
"Leptospermum","Flower Colour","Pink"
"Leptospermum","Flowering Time","Spring"
"Leptospermum","Ph Level","Mildly acid, Neutral"
"Leptospermum","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Potting mix, Poor soil"
"Leptospermum","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cottage garden, Flower garden, Coastal garden, Drought resistant"
"Leptospermum","Climate Zone","Warm temperate, Cool temperate, Mediterranean, Cool"
"Leptospermum","Light","Sunny, Light shade"
"Leptospermum","Growth Habit","Evergreen, Column-shaped"
"Leptospermum","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum","Special Uses","Honey producing plant, Fast growing"
"Leptospermum","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum","description","A small to medium upright shrub that is relatively narrow and therefore suitable for confined spaces such as driveways. It adapts well to a range of soil types and moisture levels.Light pink flowers are good for cut flowers, pick when in bud."
"Leptospermum","Scientific Name","Leptospermum"
"Leptospermum","Family","Myrtaceae"
"Leptospermum","Common Name","Tea Tree"
"Leptospermum","Plant Type","Large shrub"
"Leptospermum","Height","2 metres"
"Leptospermum","Width","1.5 metres"
"Leptospermum","Flower Colour","Purple"
"Leptospermum","Flowering Time","Spring"
"Leptospermum","Ph Level","Neutral"
"Leptospermum","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Potting mix"
"Leptospermum","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cottage garden, Flower garden, Coastal garden, Drought resistant"
"Leptospermum","Climate Zone","Warm temperate, Cool temperate, Mediterranean, Cool"
"Leptospermum","Light","Sunny, Light shade"
"Leptospermum","Growth Habit","Evergreen, Dense foliage"
"Leptospermum","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum","Special Uses","Cut flower, Honey producing plant, Fast growing"
"Leptospermum","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum","description","A medium upright shrub with light green foliage with vibrant bright red-purple flower colour. An ideal screening plant that tolerates damp as well as dry soils."
"Leptospermum","Scientific Name","Leptospermum"
"Leptospermum","Family","Myrtaceae"
"Leptospermum","Common Name","Tea Tree"
"Leptospermum","Plant Type","Large shrub"
"Leptospermum","Height","2 ~ 2.5 metres"
"Leptospermum","Width","1.5 ~ 2 metres"
"Leptospermum","Flower Colour","White"
"Leptospermum","Flowering Time","Spring"
"Leptospermum","Ph Level","Acid, Neutral"
"Leptospermum","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Potting mix, Poor soil"
"Leptospermum","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cottage garden, Flower garden, Coastal garden, Drought resistant"
"Leptospermum","Climate Zone","Warm temperate, Cool temperate, Mediterranean, Cool"
"Leptospermum","Light","Sunny, Light shade"
"Leptospermum","Growth Habit","Evergreen, Dense foliage, Spreading"
"Leptospermum","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum","Frost Tolerance","Tolerates light frost"
"Leptospermum","Plant Usage","Feature plant, Screen, Wow factor"
"Leptospermum","Special Uses","Cut flower, Bonsai, Honey producing plant, Fast growing, Playground friendly"
"Leptospermum","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum","description","A hardy medium sized shrub that has masses of white flowers in spring on long branches that can be also used as a cut flower. Pick when in bud for best lasting qualities. Rich in nectar for bees and other small insects and little birds. The bushy habit makes it an ideal screening plant that tolerates damp as well as dry soils. Prune well after flowers finish for a more dense habit and to encourage more flowering next season."
"Leptospermum","Scientific Name","Leptospermum"
"Leptospermum","Family","Myrtaceae"
"Leptospermum","Common Name","Tea Tree"
"Leptospermum","Plant Type","Large shrub"
"Leptospermum","Height","2 ~ 2.5 metres"
"Leptospermum","Width","1.5 ~ 2 metres"
"Leptospermum","Flower Colour","Pink"
"Leptospermum","Flowering Time","Spring"
"Leptospermum","Ph Level","Acid, Neutral, Alkaline"
"Leptospermum","Soil Type","Loamy, Sandy loam, Clay loam, Potting mix"
"Leptospermum","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cottage garden, Flower garden, Coastal garden, Drought resistant"
"Leptospermum","Climate Zone","Warm temperate, Cool temperate, Mediterranean, Cool"
"Leptospermum","Light","Sunny, Light shade"
"Leptospermum","Growth Habit","Evergreen, Dense foliage"
"Leptospermum","Lifespan","Perennial"
"Leptospermum","Soil Moisture","Well-drained, Moist moderate drainage"
"Leptospermum","Plant Usage","Hedge, Feature plant, Screen, Windbreak"
"Leptospermum","Special Uses","Cut flower, Bonsai, Honey producing plant, Fast growing, Playground friendly"
"Leptospermum","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum","description","A medium to tall shrub, growing to around 2.5 metres high and wide, the lush green foliage contrasts well with the bright pink flowers.  It flowers prolifically in spring, and they are great for floral work and nectar loving insects like bees and butterflies love them. The naturally bushy habit makes it an ideal screening plant that tolerates damp as well as dry soils. Can be trimmed as a hedge, and it responds well to pruning, so it can be kept to a smaller size if desired. Prune after the flowers finish. Best in temperate climates, sunny to part shade."
"Leptospermum polygalifolium","Scientific Name","Leptospermum polygalifolium"
"Leptospermum polygalifolium","Family","Myrtaceae"
"Leptospermum polygalifolium","Common Name","Tea Tree"
"Leptospermum polygalifolium","Plant Type","Large shrub"
"Leptospermum polygalifolium","Height","2 ~ 3 metres"
"Leptospermum polygalifolium","Width","2 ~ 2.5 metres"
"Leptospermum polygalifolium","Flower Colour","Cream"
"Leptospermum polygalifolium","Flowering Time","Spring"
"Leptospermum polygalifolium","Ph Level","Acid, Neutral, Alkaline"
"Leptospermum polygalifolium","Soil Type","Sandy, Clay, Loamy, Sandy loam, Clay loam, Saline, Poor soil"
"Leptospermum polygalifolium","Plant Environment","Low maintenance garden, Coastal garden, Drought resistant"
"Leptospermum polygalifolium","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean"
"Leptospermum polygalifolium","Light","Sunny, Light shade"
"Leptospermum polygalifolium","Growth Habit","Evergreen"
"Leptospermum polygalifolium","Lifespan","Perennial"
"Leptospermum polygalifolium","Soil Moisture","Dry, Well-drained, Moist moderate drainage"
"Leptospermum polygalifolium","Frost Tolerance","Tolerates light frost"
"Leptospermum polygalifolium","Plant Usage","Hedge, Screen, Windbreak, Attractive foliage"
"Leptospermum polygalifolium","Special Uses","Cut flower, Bonsai, Erosion control, Honey producing plant, Bird nesting plant, Pollution tolerant, Fast growing, Playground friendly"
"Leptospermum polygalifolium","Attracts Wildlife","Bees, Butterflies, Other insects"
"Leptospermum polygalifolium","description","A great hardy plant with beautifully arching branches clothed in copper coloured foliage. It grows to around 3 metres tall and 2 metres wide, making it useful for informal hedging and screening, as well as a contrast shrub for other plantings. It gets a flush of white flowers in spring, which are nectar rich and attract butterflies and other insects. Suits sun or part shade, the foliage colour will be richer with more light. A light prune will encourage a more dense growth habit.  It does well in a range of soil types, from light to clay. Withstands frost and dry spells once established."
"Leptospermum","Scientific Name","Leptospermum"
"Leptospermum","Family","Myrtaceae"
"Leptospermum","Common Name","Tea Tree"
"Leptospermum","Plant Type","Small shrub, Large shrub"
"Leptospermum","Height","1 ~ 1.5 metre"
"Leptospermum","Width","1 ~ 1.5 metre"
"Leptospermum","Flower Colour","Pink"
"Leptospermum","Flowering Time","Spring"
"Leptospermum","Ph Level","Acid, Neutral, Alkaline"
"Leptospermum","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Potting mix, Saline, Poor soil"
"Leptospermum","Plant Environment","Low maintenance garden, Courtyard, Container growing, Cottage garden, Flower garden, Coastal garden"
"Leptospermum","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean"
"Leptospermum","Light","Sunny, Light shade"
"Leptospermum","Growth Habit","Evergreen"
"Leptospermum","Lifespan","Perennial"
"Leptospermum","Soil Moisture","Dry, Well-drained, Moist moderate drainage"
"Leptospermum","Frost Tolerance","Tolerates light frost"
"Leptospermum","Plant Usage","Hedge, Topiary, Feature plant, Screen, Windbreak, Wow factor"
"Leptospermum","Special Uses","Cut flower, Bonsai, Honey producing plant, Fast growing, Playground friendly"
"Leptospermum","Attracts Wildlife","Bees, Nectar eating birds, Butterflies, Other insects"
"Leptospermum","description","An attractive medium sized shrub that comes alive with masses of spectacular bright pink flowers in spring. Growing to around 1.5 metres high and wide, it can be used for informal hedging and screening, or clipped to shape when not flowering for more formal effects. Does well on a range of soil types, tolerates light frost and dry spells."
"Leucophyta brownii","Scientific Name","Leucophyta brownii"
"Leucophyta brownii","Family","Asteraceae"
"Leucophyta brownii","Common Name","Cushion Bush"
"Leucophyta brownii","Plant Type","Small shrub, Large shrub"
"Leucophyta brownii","Height","1 ~ 1.2 metre"
"Leucophyta brownii","Width","1 ~ 1.2 metre"
"Leucophyta brownii","Flower Colour","White, Cream, Yellow, Mauve"
"Leucophyta brownii","Flowering Time","Summer"
"Leucophyta brownii","Ph Level","Acid, Neutral, Alkaline"
"Leucophyta brownii","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Saline, Poor soil"
"Leucophyta brownii","Plant Environment","Low maintenance garden, Courtyard, Poolside, Coastal garden, Drought resistant"
"Leucophyta brownii","Climate Zone","Warm temperate, Cool temperate, Mediterranean, Semi-arid"
"Leucophyta brownii","Light","Sunny, Light shade"
"Leucophyta brownii","Growth Habit","Evergreen, Dense foliage, Mound-shaped"
"Leucophyta brownii","Lifespan","Perennial"
"Leucophyta brownii","Soil Moisture","Dry, Well-drained, Moist moderate drainage"
"Leucophyta brownii","Frost Tolerance","Tolerates light frost"
"Leucophyta brownii","Plant Usage","Hedge, Topiary, Feature plant, Screen, Windbreak, Attractive foliage"
"Leucophyta brownii","Special Uses","Cut flower, Erosion control, Playground friendly"
"Leucophyta brownii","Attracts Wildlife","Other insects"
"Leucophyta brownii","description","Cushion bush is a great tough shrub for difficult areas, which brings interest to the garden with its textural growth habit. It has silvery grey stems with tiny leaves, and round umbels of silver to pale gold flowers in summer. Great for coastal sites, as it resist wind and salt spray beautifully. Good in most soils, and likes a sunny spot. A terrific low maintenance plant, drought resistant. Can be pruned to shape if desired, but it naturally grows in a neat bun shaped plant."
"Leucophyta brownii","Scientific Name","Leucophyta brownii"
"Leucophyta brownii","Family","Asteraceae"
"Leucophyta brownii","Common Name","Cushion Bush"
"Leucophyta brownii","Plant Type","Small shrub, Ground cover"
"Leucophyta brownii","Height","0.5 ~ 0.6 metres"
"Leucophyta brownii","Width","0.4 ~ 0.5 metres"
