"","List_source","date_sourced","species","newspecies","species_number","multiple_forms","study","trait_index","trait_name_original","trait_name","value_original","value"
"634","Scrape","4/04/2019","Artemisia filifolia","Artemisia filifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"635","Scrape","4/04/2019","Quercus hypoleucoides","Quercus hypoleucoides","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"636","Scrape","4/04/2019","Baccharis glomeruliflora","Baccharis glomeruliflora","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"637","Scrape","4/04/2019","Atriplex argentea","Atriplex argentea","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"638","Scrape","4/04/2019","Fraxinus anomala","Fraxinus anomala","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"639","Scrape","4/04/2019","Hymenoclea monogyra","Hymenoclea monogyra","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"640","Scrape","4/04/2019","Alnus viridis","Alnus viridis","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"641","Scrape","4/04/2019","Sorbus sitchensis","Sorbus sitchensis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"642","Scrape","4/04/2019","Salix sitchensis","Salix sitchensis","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"643","Scrape","4/04/2019","Ambrosia tomentosa","Ambrosia tomentosa","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"644","Scrape","4/04/2019","Chamaecrista fasciculata","Chamaecrista fasciculata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"645","Scrape","4/04/2019","Fimbristylis autumnalis","Fimbristylis autumnalis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"646","Scrape","4/04/2019","Plantago heterophylla","Plantago heterophylla","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"647","Scrape","4/04/2019","Froelichia gracilis","Froelichia gracilis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"648","Scrape","4/04/2019","Acalypha gracilens","Acalypha gracilens","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"649","Scrape","4/04/2019","Ambrosia tenuifolia","Ambrosia tenuifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"650","Scrape","4/04/2019","Chenopodium pallescens","Chenopodium pallescens","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"651","Scrape","4/04/2019","Ulmus rubra","Ulmus rubra","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"652","Scrape","4/04/2019","Iva microcephala","Iva microcephala","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"653","Scrape","4/04/2019","Tilia cordata","Tilia cordata","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"654","Scrape","4/04/2019","Boehmeria cylindrica","Boehmeria cylindrica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"655","Scrape","4/04/2019","Amaranthus hybridus","Amaranthus hybridus","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"656","Scrape","4/04/2019","Bromus inermis","Bromus inermis","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"657","Scrape","4/04/2019","Digitaria ischaemum","Digitaria ischaemum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"658","Scrape","4/04/2019","Rhus glabra","Rhus glabra","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"659","Scrape","4/04/2019","Ilex laevigata","Ilex laevigata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"660","Scrape","4/04/2019","Cornus glabrata","Cornus glabrata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"661","Scrape","4/04/2019","Bromus hordeaceus","Bromus hordeaceus","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"662","Scrape","4/04/2019","Prunus cerasus","Prunus cerasus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"663","Scrape","4/04/2019","Oxydendrum arboreum","Oxydendrum arboreum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"664","Scrape","4/04/2019","Morella cerifera","Morella cerifera","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"665","Scrape","4/04/2019","Juglans californica","Juglans californica","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"666","Scrape","4/04/2019","Catalpa bignonioides","Catalpa bignonioides","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"667","Scrape","4/04/2019","Typha domingensis","Typha domingensis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"668","Scrape","4/04/2019","Malus angustifolia","Malus angustifolia","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"669","Scrape","4/04/2019","Magnolia grandiflora","Magnolia grandiflora","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"670","Scrape","4/04/2019","Quercus falcata","Quercus falcata","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"671","Scrape","4/04/2019","Artemisia abrotanum","Artemisia abrotanum","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"672","Scrape","4/04/2019","Castanea sativa","Castanea sativa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"673","Scrape","4/04/2019","Alnus incana","Alnus incana","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"674","Scrape","4/04/2019","Amaranthus spinosus","Amaranthus spinosus","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"675","Scrape","4/04/2019","Xanthium spinosum","Xanthium spinosum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"676","Scrape","4/04/2019","Grayia spinosa","Grayia spinosa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"677","Scrape","4/04/2019","Agrostis stolonifera","Agrostis stolonifera","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"678","Scrape","4/04/2019","Stenotaphrum secundatum","Stenotaphrum secundatum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"679","Scrape","4/04/2019","Ceratonia siliqua","Ceratonia siliqua","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"680","Scrape","4/04/2019","Rhus typhina","Rhus typhina","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"681","Scrape","4/04/2019","Spiraea tomentosa","Spiraea tomentosa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"682","Scrape","4/04/2019","Cornus foemina","Cornus foemina","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"683","Scrape","4/04/2019","Urtica dioica","Urtica dioica","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"684","Scrape","4/04/2019","Eragrostis cilianensis","Eragrostis cilianensis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"685","Scrape","4/04/2019","Chenopodium vulvaria","Chenopodium vulvaria","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"686","Scrape","4/04/2019","Chenopodium capitatum","Chenopodium capitatum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"687","Scrape","4/04/2019","Ambrosia linearis","Ambrosia linearis","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"688","Scrape","4/04/2019","Acer pensylvanicum","Acer pensylvanicum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"689","Scrape","4/04/2019","Endolepis dioica","Endolepis dioica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"690","Scrape","4/04/2019","Acer saccharum","Acer saccharum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"691","Scrape","4/04/2019","Rhus ovata","Rhus ovata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"692","Scrape","4/04/2019","Celtis laevigata","Celtis laevigata","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"693","Scrape","4/04/2019","Saccharum officinarum","Saccharum officinarum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"694","Scrape","4/04/2019","Artemisia gmelinii","Artemisia gmelinii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"695","Scrape","4/04/2019","Betula nana","Betula nana","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"696","Scrape","4/04/2019","Quercus michauxii","Quercus michauxii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"697","Scrape","4/04/2019","Populus heterophylla","Populus heterophylla","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"698","Scrape","4/04/2019","Rumex verticillatus","Rumex verticillatus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"699","Scrape","4/04/2019","Quercus bicolor","Quercus bicolor","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"700","Scrape","4/04/2019","Prunus dulcis","Prunus dulcis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"701","Scrape","4/04/2019","Clematis terniflora","Clematis terniflora","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"702","Scrape","4/04/2019","Betula lenta","Betula lenta","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"703","Scrape","4/04/2019","Prunus avium","Prunus avium","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"704","Scrape","4/04/2019","Malus coronaria","Malus coronaria","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"705","Scrape","4/04/2019","Philadelphus coronarius","Philadelphus coronarius","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"706","Scrape","4/04/2019","Citrus sinensis","Citrus sinensis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"707","Scrape","4/04/2019","Magnolia virginiana","Magnolia virginiana","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"708","Scrape","4/04/2019","Lonicera caerulea","Lonicera caerulea","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"709","Scrape","4/04/2019","Lonicera fragrantissima","Lonicera fragrantissima","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"710","Scrape","4/04/2019","Rosa eglanteria","Rosa eglanteria","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"711","Scrape","4/04/2019","Comptonia peregrina","Comptonia peregrina","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"712","Scrape","4/04/2019","Myrica gale","Myrica gale","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"713","Scrape","4/04/2019","Liquidambar styraciflua","Liquidambar styraciflua","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"714","Scrape","4/04/2019","Acer pseudoplatanus","Acer pseudoplatanus","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"715","Scrape","4/04/2019","Acacia longifolia","Acacia longifolia","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"716","Scrape","4/04/2019","Amaranthus rudis","Amaranthus rudis","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"717","Scrape","4/04/2019","Arrhenatherum elatius","Arrhenatherum elatius","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"718","Scrape","4/04/2019","Eucalyptus globulus","Eucalyptus globulus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"719","Scrape","4/04/2019","Acer tataricum","Acer tataricum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"720","Scrape","4/04/2019","Matthiola incana","Matthiola incana","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"721","Scrape","4/04/2019","Fraxinus texensis","Fraxinus texensis","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"722","Scrape","4/04/2019","Zanthoxylum hirsutum","Zanthoxylum hirsutum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"723","Scrape","4/04/2019","Morus microphylla","Morus microphylla","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"724","Scrape","4/04/2019","Quercus texana","Quercus texana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"725","Scrape","4/04/2019","Ebenopsis ebano","Ebenopsis ebano","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"726","Scrape","4/04/2019","Melica nitens","Melica nitens","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"727","Scrape","4/04/2019","Artemisia furcata","Artemisia furcata","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"728","Scrape","4/04/2019","Artemisia tripartita","Artemisia tripartita","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"729","Scrape","4/04/2019","Amaranthus cannabinus","Amaranthus cannabinus","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"730","Scrape","4/04/2019","Artemisia tilesii","Artemisia tilesii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"731","Scrape","4/04/2019","Artemisia rothrockii","Artemisia rothrockii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"732","Scrape","4/04/2019","Ceanothus velutinus","Ceanothus velutinus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"733","Scrape","4/04/2019","Zanthoxylum americanum","Zanthoxylum americanum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"734","Scrape","4/04/2019","Amaranthus torreyi","Amaranthus torreyi","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"735","Scrape","4/04/2019","Ailanthus altissima","Ailanthus altissima","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"736","Scrape","4/04/2019","Ambrosia deltoidea","Ambrosia deltoidea","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"737","Scrape","4/04/2019","Lonicera sempervirens","Lonicera sempervirens","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"738","Scrape","4/04/2019","Ambrosia cordifolia","Ambrosia cordifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"739","Scrape","4/04/2019","Gomphrena caespitosa","Gomphrena caespitosa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"740","Scrape","4/04/2019","Deschampsia caespitosa","Deschampsia caespitosa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"741","Scrape","4/04/2019","Alopecurus carolinianus","Alopecurus carolinianus","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"742","Scrape","4/04/2019","Liriodendron tulipifera","Liriodendron tulipifera","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"743","Scrape","4/04/2019","Amaranthus albus","Amaranthus albus","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"744","Scrape","4/04/2019","Atriplex rosea","Atriplex rosea","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"745","Scrape","4/04/2019","Quercus laevis","Quercus laevis","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"746","Scrape","4/04/2019","Brassica napus","Brassica napus","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"747","Scrape","4/04/2019","Plantago tweedyi","Plantago tweedyi","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"748","Scrape","4/04/2019","Fraxinus dipetala","Fraxinus dipetala","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"749","Scrape","4/04/2019","Magnolia tripetala","Magnolia tripetala","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"750","Scrape","4/04/2019","Agrostis perennans","Agrostis perennans","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"751","Scrape","4/04/2019","Parietaria officinalis","Parietaria officinalis","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"752","Scrape","4/04/2019","Carex stricta","Carex stricta","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"753","Scrape","4/04/2019","Amelanchier utahensis","Amelanchier utahensis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"754","Scrape","4/04/2019","Quercus lobata","Quercus lobata","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"755","Scrape","4/04/2019","Paspalum urvillei","Paspalum urvillei","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"756","Scrape","4/04/2019","Rumex venosus","Rumex venosus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"757","Scrape","4/04/2019","Fraxinus velutina","Fraxinus velutina","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"758","Scrape","4/04/2019","Prosopis velutina","Prosopis velutina","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"759","Scrape","4/04/2019","Mimosa dysocarpa","Mimosa dysocarpa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"760","Scrape","4/04/2019","Acer circinatum","Acer circinatum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"761","Scrape","4/04/2019","Rumex violascens","Rumex violascens","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"762","Scrape","4/04/2019","Acalypha virginica","Acalypha virginica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"763","Scrape","4/04/2019","Elymus virginicus","Elymus virginicus","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"764","Scrape","4/04/2019","Hordeum murinum","Hordeum murinum","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"765","Scrape","4/04/2019","Panicum virgatum","Panicum virgatum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"766","Scrape","4/04/2019","Washingtonia robusta","Washingtonia robusta","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"767","Scrape","4/04/2019","Crataegus phaenopyrum","Crataegus phaenopyrum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"768","Scrape","4/04/2019","Betula occidentalis","Betula occidentalis","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"769","Scrape","4/04/2019","Carya aquatica","Carya aquatica","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"770","Scrape","4/04/2019","Quercus nigra","Quercus nigra","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"771","Scrape","4/04/2019","Polygonum amphibium","Polygonum amphibium","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"772","Scrape","4/04/2019","Garrya elliptica","Garrya elliptica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"773","Scrape","4/04/2019","Crataegus pruinosa","Crataegus pruinosa","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"774","Scrape","4/04/2019","Thalictrum revolutum","Thalictrum revolutum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"775","Scrape","4/04/2019","Ambrosia confertiflora","Ambrosia confertiflora","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"776","Scrape","4/04/2019","Atriplex truncata","Atriplex truncata","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"777","Scrape","4/04/2019","Thuja plicata","Thuja plicata","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"778","Scrape","4/04/2019","Eucalyptus rudis","Eucalyptus rudis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"779","Scrape","4/04/2019","Rumex aquaticus","Rumex aquaticus","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"780","Scrape","4/04/2019","Juniperus occidentalis","Juniperus occidentalis","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"781","Scrape","4/04/2019","Toxicodendron rydbergii","Toxicodendron rydbergii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"782","Scrape","4/04/2019","Euonymus occidentalis","Euonymus occidentalis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"783","Scrape","4/04/2019","Pascopyrum smithii","Pascopyrum smithii","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"784","Scrape","4/04/2019","Alnus rhombifolia","Alnus rhombifolia","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"785","Scrape","4/04/2019","Fraxinus americana","Fraxinus americana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"786","Scrape","4/04/2019","Ambrosia dumosa","Ambrosia dumosa","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"787","Scrape","4/04/2019","Hymenoclea salsola","Hymenoclea salsola","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"788","Scrape","4/04/2019","Trifolium repens","Trifolium repens","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"789","Scrape","4/04/2019","Leucaena leucocephala","Leucaena leucocephala","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"790","Scrape","4/04/2019","Spiraea alba","Spiraea alba","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"791","Scrape","4/04/2019","Morus alba","Morus alba","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"792","Scrape","4/04/2019","Populus alba","Populus alba","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"793","Scrape","4/04/2019","Artemisia ludoviciana","Artemisia ludoviciana","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"794","Scrape","4/04/2019","Ageratina altissima","Ageratina altissima","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"795","Scrape","4/04/2019","Juglans cinerea","Juglans cinerea","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"796","Scrape","4/04/2019","Salix alba","Salix alba","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"797","Scrape","4/04/2019","Sinapis alba","Sinapis alba","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"798","Scrape","4/04/2019","Matricaria recutita","Matricaria recutita","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"799","Scrape","4/04/2019","Prunus munsoniana","Prunus munsoniana","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"800","Scrape","4/04/2019","Hydrangea arborescens","Hydrangea arborescens","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"801","Scrape","4/04/2019","Avena fatua","Avena fatua","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"802","Scrape","4/04/2019","Parthenium integrifolium","Parthenium integrifolium","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"803","Scrape","4/04/2019","Rumex salicifolius","Rumex salicifolius","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"804","Scrape","4/04/2019","Quercus phellos","Quercus phellos","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"805","Scrape","4/04/2019","Ulmus alata","Ulmus alata","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"806","Scrape","4/04/2019","Euonymus alata","Euonymus alata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"807","Scrape","4/04/2019","Rhus copallinum","Rhus copallinum","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"808","Scrape","4/04/2019","Cycloloma atriplicifolium","Cycloloma atriplicifolium","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"809","Scrape","4/04/2019","Agrostis hyemalis","Agrostis hyemalis","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"810","Scrape","4/04/2019","Euonymus fortunei","Euonymus fortunei","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"811","Scrape","4/04/2019","Krascheninnikovia lanata","Krascheninnikovia lanata","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"812","Scrape","4/04/2019","Salicornia virginica","Salicornia virginica","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"813","Scrape","4/04/2019","Tidestromia lanuginosa","Tidestromia lanuginosa","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"814","Scrape","4/04/2019","Iva dealbata","Iva dealbata","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"815","Scrape","4/04/2019","Plantago patagonica","Plantago patagonica","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"816","Scrape","4/04/2019","Ambrosia eriocentra","Ambrosia eriocentra","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"817","Scrape","4/04/2019","Ambrosia grayi","Ambrosia grayi","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"818","Scrape","4/04/2019","Amaranthus wrightii","Amaranthus wrightii","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"819","Scrape","4/04/2019","Baccharis wrightii","Baccharis wrightii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"820","Scrape","4/04/2019","Atriplex wrightii","Atriplex wrightii","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"821","Scrape","4/04/2019","Garrya wrightii","Garrya wrightii","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"822","Scrape","4/04/2019","Ulmus glabra","Ulmus glabra","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"823","Scrape","4/04/2019","Ilex vomitoria","Ilex vomitoria","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"824","Scrape","4/04/2019","Betula alleghaniensis","Betula alleghaniensis","","","pollenlibrary","47","risk","risk","moderateallergen","moderateallergen"
"825","Scrape","4/04/2019","Cyperus flavescens","Cyperus flavescens","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"826","Scrape","4/04/2019","Sorghastrum nutans","Sorghastrum nutans","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"827","Scrape","4/04/2019","Melilotus officinalis","Melilotus officinalis","","","pollenlibrary","47","risk","risk","mildallergen","mildallergen"
"828","Scrape","4/04/2019","Baccharis pteronioides","Baccharis pteronioides","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
"829","Scrape","4/04/2019","Salix taxifolia","Salix taxifolia","","","pollenlibrary","47","risk","risk","severeallergen","severeallergen"
