"study","species","trait_name","value","trait_name_original","value_original","newspecies"
"Gardensonline","Gladiolus Grandiflorus","flower_colour","purple","Flower Colour","Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Globba Red Dragon","flower_colour","white","Flower Colour","Golden, Mauve, Red, White, Yellow",
"Gardensonline","Grevillea lanigera Prostrate form","flower_colour","red","Flower Colour","Cream, Orange, Pink, Red",
"Gardensonline","Hemerocallis","flower_colour","orange","Flower Colour","Blue, Golden, Mauve, Orange, Pink, Purple, Red, Yellow",
"Gardensonline","Hippeastrum","flower_colour","white","Flower Colour","Orange, Pink, Red, White, Yellow",
"Gardensonline","Lavandula pedunculata subsp pedunculata Sensation TM","flower_colour","white","Flower Colour","Blue, Pink, Purple, White",
"Gardensonline","Leucospermum","flower_colour","white","Flower Colour","Orange, Pink, Red, White, Yellow",
"Gardensonline","Lilium Martagon","flower_colour","white","Flower Colour","Mauve, Pink, Purple, White",
"Gardensonline","Lilium Oriental Trumpet","flower_colour","yellow","Flower Colour","Pink, Red, White, Yellow",
"Gardensonline","Lupinus","flower_colour","white","Flower Colour","Assorted, Blue, Mauve, White, Yellow",
"Gardensonline","Magnolia Deciduous","flower_colour","purple","Flower Colour","Cream, Mauve, Pink, Purple, White, Yellow",
"Gardensonline","Narcissus","flower_colour","yellow","Flower Colour","Cream, Golden, White, Yellow",
"Gardensonline","Narcissus cyclamineus Tete A Tete","flower_colour","yellow","Flower Colour","Cream, Golden, White, Yellow",
"Gardensonline","Nymphaea hardy","flower_colour","white","Flower Colour","Cream, Pink, Red, White, Yellow",
"Gardensonline","Osteospermums","flower_colour","mauve","Flower Colour","Assorted, Cream, Golden, Mauve, Orange, Pink, Purple, White, Yellow",
"Gardensonline","Papaver nudicaule Garden Forms","flower_colour","white","Flower Colour","Orange, Pink, Red, White, Yellow",
"Gardensonline","Pelargonium Ivy Leaf","flower_colour","red","Flower Colour","Mauve, Pink, Purple, Red, White",
"Gardensonline","Pelargonium Angel","flower_colour","white","Flower Colour","Pink, Purple, Red, White",
"Gardensonline","Pelargonium Regal","flower_colour","white","Flower Colour","Mauve, Pink, Purple, White",
"Gardensonline","Pelargonium Scented Leafed","flower_colour","white","Flower Colour","Mauve, Pink, Purple, White",
"Gardensonline","Pelargonium Stellar","flower_colour","white","Flower Colour","Orange, Pink, Red, White",
"Gardensonline","Pelargonium Unique","flower_colour","red","Flower Colour","Orange, Pink, Purple, Red, White",
"Gardensonline","Pelargonium Zonal","flower_colour","purple","Flower Colour","Mauve, Orange, Pink, Purple, Red, White",
"Gardensonline","Penstemon","flower_colour","red","Flower Colour","Mauve, Pink, Purple, Red",
"Gardensonline","Petunia Sweetunia hybrid","flower_colour","purple","Flower Colour","Assorted, Mauve, Pink, Purple, White",
"Gardensonline","Primula Polyanthus Group","flower_colour","orange","Flower Colour","Blue, Cream, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rhododendron Encore Series","flower_colour","purple","Flower Colour","Mauve, Orange, Pink, Purple, Red, White",
"Gardensonline","Rhododendron","flower_colour","orange","Flower Colour","Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rhododendron Indica","flower_colour","pink","Flower Colour","Cream, Mauve, Orange, Pink, Red, White, Yellow",
"Gardensonline","Rhododendron Satsuki","flower_colour","white","Flower Colour","Pink, Purple, Red, White",
"Gardensonline","Rosa Grandiflora Group Modern hybrid","flower_colour","orange","Flower Colour","Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rosa Hybrid Tea Group Modern hybrid","flower_colour","mauve","Flower Colour","Assorted, Cream, Golden, Mauve, Orange, Pink, Red, White, Yellow",
"Gardensonline","Rosa Miniature Group Modern hybrid","flower_colour","white","Flower Colour","Mauve, Pink, Red, White, Yellow",
"Gardensonline","Rosa Bourbon Old Garden hybrid","flower_colour","red","Flower Colour","Assorted, Pink, Purple, Red",
"Gardensonline","Streptocarpus","flower_colour","white","Flower Colour","Blue, Mauve, Pink, White",
"Gardensonline","Symphytum Officinale","flower_colour","white","Flower Colour","Blue, Mauve, Pink, White",
"Gardensonline","Tillandsia","flower_colour","purple","Flower Colour","Assorted, Orange, Pink, Purple, Red",
"Gardensonline","Tulipa","flower_colour","golden","Flower Colour","Assorted, Blue, Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Vanda","flower_colour","white","Flower Colour","Blue, Pink, Purple, White, Yellow",
"Gardensonline","Wisteria","flower_colour","purple","Flower Colour","Cream, Mauve, Pink, Purple, White, Yellow",
"Gardensonline","Aechmea","flower_colour","red","Flower Colour","Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Anigozanthos","flower_colour","yellow","Flower Colour","Assorted, Golden, Orange, Red, Yellow",
"Gardensonline","Arctotis","flower_colour","yellow","Flower Colour","Orange, Pink, Red, White, Yellow",
"Gardensonline","Argyranthemum frutescens Lollipop Series","flower_colour","yellow","Flower Colour","Assorted, Pink, Red, White, Yellow",
"Gardensonline","Canna indica Tropicana","flower_colour","yellow","Flower Colour","Assorted, Golden, Orange, Red, Yellow",
"Gardensonline","Clematiss","flower_colour","orange","Flower Colour","Blue, Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Delphinium Pacific","flower_colour","pink","Flower Colour","Assorted, Blue, Cream, Mauve, Pink, Purple, White",
"Gardensonline","Fuchsia Trailing","flower_colour","white","Flower Colour","Mauve, Pink, Purple, Red, White",
"Gardensonline","Gazania","flower_colour","red","Flower Colour","Cream, Golden, Orange, Pink, Red, Yellow",
"Gardensonline","Gladiolus Grandiflorus","flower_colour","red","Flower Colour","Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Globba Red Dragon","flower_colour","yellow","Flower Colour","Golden, Mauve, Red, White, Yellow",
"Gardensonline","Hemerocallis","flower_colour","pink","Flower Colour","Blue, Golden, Mauve, Orange, Pink, Purple, Red, Yellow",
"Gardensonline","Hippeastrum","flower_colour","yellow","Flower Colour","Orange, Pink, Red, White, Yellow",
"Gardensonline","Leucospermum","flower_colour","yellow","Flower Colour","Orange, Pink, Red, White, Yellow",
"Gardensonline","Lupinus","flower_colour","yellow","Flower Colour","Assorted, Blue, Mauve, White, Yellow",
"Gardensonline","Magnolia Deciduous","flower_colour","white","Flower Colour","Cream, Mauve, Pink, Purple, White, Yellow",
"Gardensonline","Nymphaea hardy","flower_colour","yellow","Flower Colour","Cream, Pink, Red, White, Yellow",
"Gardensonline","Osteospermums","flower_colour","orange","Flower Colour","Assorted, Cream, Golden, Mauve, Orange, Pink, Purple, White, Yellow",
"Gardensonline","Papaver nudicaule Garden Forms","flower_colour","yellow","Flower Colour","Orange, Pink, Red, White, Yellow",
"Gardensonline","Pelargonium Ivy Leaf","flower_colour","white","Flower Colour","Mauve, Pink, Purple, Red, White",
"Gardensonline","Pelargonium Unique","flower_colour","white","Flower Colour","Orange, Pink, Purple, Red, White",
"Gardensonline","Pelargonium Zonal","flower_colour","red","Flower Colour","Mauve, Orange, Pink, Purple, Red, White",
"Gardensonline","Petunia Sweetunia hybrid","flower_colour","white","Flower Colour","Assorted, Mauve, Pink, Purple, White",
"Gardensonline","Primula Polyanthus Group","flower_colour","pink","Flower Colour","Blue, Cream, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rhododendron Encore Series","flower_colour","red","Flower Colour","Mauve, Orange, Pink, Purple, Red, White",
"Gardensonline","Rhododendron","flower_colour","pink","Flower Colour","Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rhododendron Indica","flower_colour","red","Flower Colour","Cream, Mauve, Orange, Pink, Red, White, Yellow",
"Gardensonline","Rosa Grandiflora Group Modern hybrid","flower_colour","pink","Flower Colour","Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rosa Hybrid Tea Group Modern hybrid","flower_colour","orange","Flower Colour","Assorted, Cream, Golden, Mauve, Orange, Pink, Red, White, Yellow",
"Gardensonline","Rosa Miniature Group Modern hybrid","flower_colour","yellow","Flower Colour","Mauve, Pink, Red, White, Yellow",
"Gardensonline","Tillandsia","flower_colour","red","Flower Colour","Assorted, Orange, Pink, Purple, Red",
"Gardensonline","Tulipa","flower_colour","mauve","Flower Colour","Assorted, Blue, Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Vanda","flower_colour","yellow","Flower Colour","Blue, Pink, Purple, White, Yellow",
"Gardensonline","Wisteria","flower_colour","white","Flower Colour","Cream, Mauve, Pink, Purple, White, Yellow",
"Gardensonline","Aechmea","flower_colour","white","Flower Colour","Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Clematiss","flower_colour","pink","Flower Colour","Blue, Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Delphinium Pacific","flower_colour","purple","Flower Colour","Assorted, Blue, Cream, Mauve, Pink, Purple, White",
"Gardensonline","Gazania","flower_colour","yellow","Flower Colour","Cream, Golden, Orange, Pink, Red, Yellow",
"Gardensonline","Gladiolus Grandiflorus","flower_colour","white","Flower Colour","Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Hemerocallis","flower_colour","purple","Flower Colour","Blue, Golden, Mauve, Orange, Pink, Purple, Red, Yellow",
"Gardensonline","Magnolia Deciduous","flower_colour","yellow","Flower Colour","Cream, Mauve, Pink, Purple, White, Yellow",
"Gardensonline","Osteospermums","flower_colour","pink","Flower Colour","Assorted, Cream, Golden, Mauve, Orange, Pink, Purple, White, Yellow",
"Gardensonline","Pelargonium Zonal","flower_colour","white","Flower Colour","Mauve, Orange, Pink, Purple, Red, White",
"Gardensonline","Primula Polyanthus Group","flower_colour","purple","Flower Colour","Blue, Cream, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rhododendron Encore Series","flower_colour","white","Flower Colour","Mauve, Orange, Pink, Purple, Red, White",
"Gardensonline","Rhododendron","flower_colour","purple","Flower Colour","Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rhododendron Indica","flower_colour","white","Flower Colour","Cream, Mauve, Orange, Pink, Red, White, Yellow",
"Gardensonline","Rosa Grandiflora Group Modern hybrid","flower_colour","purple","Flower Colour","Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rosa Hybrid Tea Group Modern hybrid","flower_colour","pink","Flower Colour","Assorted, Cream, Golden, Mauve, Orange, Pink, Red, White, Yellow",
"Gardensonline","Tulipa","flower_colour","orange","Flower Colour","Assorted, Blue, Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Wisteria","flower_colour","yellow","Flower Colour","Cream, Mauve, Pink, Purple, White, Yellow",
"Gardensonline","Aechmea","flower_colour","yellow","Flower Colour","Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Clematiss","flower_colour","purple","Flower Colour","Blue, Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Delphinium Pacific","flower_colour","white","Flower Colour","Assorted, Blue, Cream, Mauve, Pink, Purple, White",
"Gardensonline","Gladiolus Grandiflorus","flower_colour","yellow","Flower Colour","Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Hemerocallis","flower_colour","red","Flower Colour","Blue, Golden, Mauve, Orange, Pink, Purple, Red, Yellow",
"Gardensonline","Osteospermums","flower_colour","purple","Flower Colour","Assorted, Cream, Golden, Mauve, Orange, Pink, Purple, White, Yellow",
"Gardensonline","Primula Polyanthus Group","flower_colour","red","Flower Colour","Blue, Cream, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rhododendron","flower_colour","red","Flower Colour","Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rhododendron Indica","flower_colour","yellow","Flower Colour","Cream, Mauve, Orange, Pink, Red, White, Yellow",
"Gardensonline","Rosa Grandiflora Group Modern hybrid","flower_colour","red","Flower Colour","Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rosa Hybrid Tea Group Modern hybrid","flower_colour","red","Flower Colour","Assorted, Cream, Golden, Mauve, Orange, Pink, Red, White, Yellow",
"Gardensonline","Tulipa","flower_colour","pink","Flower Colour","Assorted, Blue, Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Clematiss","flower_colour","red","Flower Colour","Blue, Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Hemerocallis","flower_colour","yellow","Flower Colour","Blue, Golden, Mauve, Orange, Pink, Purple, Red, Yellow",
"Gardensonline","Osteospermums","flower_colour","white","Flower Colour","Assorted, Cream, Golden, Mauve, Orange, Pink, Purple, White, Yellow",
"Gardensonline","Primula Polyanthus Group","flower_colour","white","Flower Colour","Blue, Cream, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rhododendron","flower_colour","white","Flower Colour","Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rosa Grandiflora Group Modern hybrid","flower_colour","white","Flower Colour","Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rosa Hybrid Tea Group Modern hybrid","flower_colour","white","Flower Colour","Assorted, Cream, Golden, Mauve, Orange, Pink, Red, White, Yellow",
"Gardensonline","Tulipa","flower_colour","purple","Flower Colour","Assorted, Blue, Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Clematiss","flower_colour","white","Flower Colour","Blue, Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Osteospermums","flower_colour","yellow","Flower Colour","Assorted, Cream, Golden, Mauve, Orange, Pink, Purple, White, Yellow",
"Gardensonline","Primula Polyanthus Group","flower_colour","yellow","Flower Colour","Blue, Cream, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rhododendron","flower_colour","yellow","Flower Colour","Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rosa Grandiflora Group Modern hybrid","flower_colour","yellow","Flower Colour","Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Rosa Hybrid Tea Group Modern hybrid","flower_colour","yellow","Flower Colour","Assorted, Cream, Golden, Mauve, Orange, Pink, Red, White, Yellow",
"Gardensonline","Tulipa","flower_colour","red","Flower Colour","Assorted, Blue, Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Clematiss","flower_colour","yellow","Flower Colour","Blue, Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Tulipa","flower_colour","white","Flower Colour","Assorted, Blue, Cream, Golden, Mauve, Orange, Pink, Purple, Red, White, Yellow",
"Gardensonline","Abelia Edward Groucher","flower_period","Summer","Flowering Time","January, February, March, April, December",
"Gardensonline","Abelia Lavender Mist","flower_period","Summer","Flowering Time","January, February, March, November, December",
"Gardensonline","Abelia grandiflora Nana","flower_period","Summer","Flowering Time","January, February, March, April, May, October, November, December",
"Gardensonline","Abutilon Boule de Neige","flower_period","Summer","Flowering Time","January, February, October, November, December",
"Gardensonline","Acacia alata Alata","flower_period","Winter","Flowering Time","August, September, October, November, December",
"Gardensonline","Acacia alata Biglandulosa","flower_period","Spring","Flowering Time","September, October, November, December",
"Gardensonline","Acacia cognata Dwarf variants","flower_period","Winter","Flowering Time","July, August, September, October",
"Gardensonline","Acacia baileyana Purpurea","flower_period","Winter","Flowering Time","June, July, August",
"Gardensonline","Acacia kettlewelliae Pravissima","flower_period","Spring","Flowering Time","October, November",
"Gardensonline","Acaena novae zelandiae","flower_period","Spring","Flowering Time","October, November",
"Gardensonline","Acaena saccaticupula Blue Haze","flower_period","Summer","Flowering Time","January, November, December",
"Gardensonline","Acalypha Reptans","flower_period","Summer","Flowering Time","January, February, March, April, May",
"Gardensonline","Achillea","flower_period","Summer","Flowering Time","January, February, March, November, December",
"Gardensonline","Aechmea Blue Rain","flower_period","Summer","Flowering Time","January, October, November, December",
"Gardensonline","Aechmea pepita","flower_period","Summer","Flowering Time","January, October, November, December",
"Gardensonline","Aechmea pineliana Pineliana","flower_period","Winter","Flowering Time","June, July, August, September, October",
"Gardensonline","Agapanthus Dwarf Forms","flower_period","Spring","Flowering Time","November, December",
"Gardensonline","Agapanthus praecox Alba","flower_period","Summer","Flowering Time","January, November, December",
"Gardensonline","Agapanthus orientalis Black Magic","flower_period","Summer","Flowering Time","January, November, December",
"Gardensonline","Agapanthus praecox Minimus","flower_period","Summer","Flowering Time","January, November, December",
"Gardensonline","Agastache","flower_period","Summer","Flowering Time","January, February, March, April, October, November, December",
"Gardensonline","Ajuga reptans Alba","flower_period","Winter","Flowering Time","August, September, October, November, December",
"Gardensonline","Ajuga reptans Blue","flower_period","Winter","Flowering Time","August, September, October, November, December",
"Gardensonline","Ajuga reptans Fioritura","flower_period","Winter","Flowering Time","August, September, October, November, December",
"Gardensonline","Albizia julibrissin Rosea","flower_period","Summer","Flowering Time","January, February, December",
"Gardensonline","Alcea","flower_period","Summer","Flowering Time","January, February, March, April, December",
"Gardensonline","Allamanda Winter Velvet","flower_period","Summer","Flowering Time","January, February, March, April, May, June, July, December",
"Gardensonline","Allium ornamental","flower_period","Spring","Flowering Time","October, November",
"Gardensonline","Aloe Super Red","flower_period","Summer","Flowering Time","January, February, March, April, May, September, October, November, December",
"Gardensonline","Alpinia formosana Pinstripe","flower_period","Spring","Flowering Time","October, November, December",
"Gardensonline","Alstroemeria","flower_period","Summer","Flowering Time","January, February, August, September, October, November, December",
"Gardensonline","Alstroemeria staprisara","flower_period","Summer","Flowering Time","January, February, March, August, September, October, November, December",
"Gardensonline","Alstroemeria hybrida","flower_period","Summer","Flowering Time","January, February, March, April, September, October, November, December",
"Gardensonline","Alternanthera dentata Little Ruby","flower_period","Summer","Flowering Time","January, February, December",
"Gardensonline","Alyogyne huegelii Blue Heeler","flower_period","Summer","Flowering Time","January, February, March, April, May, September, October, November, December",
"Gardensonline","Amaryllis","flower_period","Summer","Flowering Time","January, February, March",
"Gardensonline","Andromeda polifolia Compacta","flower_period","Spring","Flowering Time","September, October, November, December",
"Gardensonline","Anemone huphensis Honorine Jobert","flower_period","Summer","Flowering Time","January, February, March, April",
"Gardensonline","Anemone hybrida Fantasy TM Series","flower_period","Summer","Flowering Time","February, March, April, May",
"Gardensonline","Angelonia angustifolia Angel Mist Purple Stripe","flower_period","Summer","Flowering Time","January, February, December",
"Gardensonline","Angelonia angustifolia Archangel","flower_period","Summer","Flowering Time","January, February, November, December",
"Gardensonline","Anigozanthos","flower_period","Spring","Flowering Time","September, October, November, December",
"Gardensonline","Archontophoenix purpurea Mount Lewis","flower_period","Summer","Flowering Time","January, February, December",
"Gardensonline","Arctotis","flower_period","Summer","Flowering Time","January, February, March, April, May, December",
"Gardensonline","Argyranthemum frutescens Lollipop Series","flower_period","Autumn","Flowering Time","April, May, June, July, September, October",
"Gardensonline","Argyranthemum frutescens Sassy Series","flower_period","Autumn","Flowering Time","April, May, June, July, August, September",
"Gardensonline","Aristea ensifolia Blue Brilliant","flower_period","Summer","Flowering Time","January, September, October, November, December",
"Gardensonline","Asparagus densiflora Sprengeri","flower_period","Autumn","Flowering Time","March, April, May",
"Gardensonline","Asteriscus aurelia","flower_period","Summer","Flowering Time","January, February, March, April, September, October, November, December",
"Gardensonline","Astilebe rosea Peach Blossom","flower_period","Summer","Flowering Time","January, February, December",
"Gardensonline","Banksia paludosa dwarf selection","flower_period","Autumn","Flowering Time","April, May, June, July",
"Gardensonline","Banksia spinulosa dwarf selection","flower_period","Autumn","Flowering Time","March, April, May, June, July, August, September",
"Gardensonline","Banksia spinulosa dwarf selection","flower_period","Summer","Flowering Time","January, February, March, April, May, June, July, August, December",
"Gardensonline","Banksia paludosa Prostrate form","flower_period","Autumn","Flowering Time","April, May, June, July",
"Gardensonline","Begonia Cane Stemmed","flower_period","Summer","Flowering Time","January, February, October, November, December",
"Gardensonline","Begonia Rhizomatous","flower_period","Winter","Flowering Time","August, September, October, November",
"Gardensonline","Begonia Shrublike","flower_period","Summer","Flowering Time","January, February, March, October, November, December",
"Gardensonline","Begonia Winter Flowering Begonia","flower_period","Autumn","Flowering Time","May, June, July, August",
"Gardensonline","Bergenia Abendglut","flower_period","Winter","Flowering Time","August, September, October",
"Gardensonline","Bergenia Morgonrote","flower_period","Spring","Flowering Time","October, November",
"Gardensonline","Brachyscome Pacific Series","flower_period","Summer","Flowering Time","January, February, March, December",
"Gardensonline","Brugmansia","flower_period","Summer","Flowering Time","January, February, November, December",
"Gardensonline","Calathea burlemarxii Ice Blue","flower_period","Spring","Flowering Time","October, November",
"Gardensonline","Calibrachoa hybrida","flower_period","Summer","Flowering Time","January, February, March, April, October, November, December",
"Gardensonline","Callistemon citrinus Burgundy","flower_period","Summer","Flowering Time","January, February, March, April, September, October, November, December",
"Gardensonline","Callistemon citrinus Reeves Pink","flower_period","Summer","Flowering Time","January, February, March, April, September, October, November, December",
"Gardensonline","Camellia","flower_period","Winter","Flowering Time","August, September, October",
"Gardensonline","Campanula Sarastro","flower_period","Summer","Flowering Time","January, November, December",
"Gardensonline","Canna indica Tropicana","flower_period","Summer","Flowering Time","January, February, December",
"Gardensonline","Canna generalis Pretoria","flower_period","Summer","Flowering Time","January, February, March, April, May, December",
"Gardensonline","Capsicum annum Banana Cultivars","flower_period","Summer","Flowering Time","January, November, December",
"Gardensonline","Capsicum annum Danish Jester","flower_period","Summer","Flowering Time","January, November, December",
"Gardensonline","Cattleya orchids","flower_period","Summer","Flowering Time","January, February, March, October, November, December",
"Gardensonline","Ceanothus Diamond Heights","flower_period","Summer","Flowering Time","January, February, October, November, December",
"Gardensonline","Ceanothus Marie Simon","flower_period","Summer","Flowering Time","January, February, October, November, December",
"Gardensonline","Ceanothus Snow Flurry","flower_period","Summer","Flowering Time","January, February, October, November, December",
"Gardensonline","Ceanothus Yankee Point","flower_period","Summer","Flowering Time","January, February, October, November, December",
"Gardensonline","Ceanothus concha","flower_period","Summer","Flowering Time","January, February, October, November, December",
"Gardensonline","Ceanothus delilianus Gloire de Versailles","flower_period","Summer","Flowering Time","January, February, October, November, December",
"Gardensonline","Centaurea hypoleuca John Coutts","flower_period","Summer","Flowering Time","January, February",
"Gardensonline","Choisya dewittianal Aztec Pearl","flower_period","Autumn","Flowering Time","April, May, October, November",
"Gardensonline","Cistus albidus Snow Fire","flower_period","Spring","Flowering Time","September, October, November, December",
"Gardensonline","Citrus Meyer Dwarf Lemonicious","flower_period","Autumn","Flowering Time","March, April, May, June, July, August, September, October, November",
"Gardensonline","Citrus paradisi Ruby Red","flower_period","Spring","Flowering Time","September, October, November",
"Gardensonline","Clematiss","flower_period","Spring","Flowering Time","September, October, November, December",
"Gardensonline","Clematis Florida","flower_period","Summer","Flowering Time","January, February, November, December",
"Gardensonline","Clivia miniata Yellow","flower_period","Winter","Flowering Time","August, September, October, November",
"Gardensonline","Coleonema pulchellum Aurea","flower_period","Winter","Flowering Time","July, August, September, October",
"Gardensonline","Coleonema pulchellum Compactum","flower_period","Winter","Flowering Time","July, August, September, October",
"Gardensonline","Coleonema pulchellum Rubrum","flower_period","Winter","Flowering Time","July, August, September, October",
"Gardensonline","Convolvulus sabatius Mauritanicus","flower_period","Spring","Flowering Time","September, October, November, December",
"Gardensonline","Cordyline Banksii Electric Pink","flower_period","Summer","Flowering Time","January, October, November, December",
"Gardensonline","Cornus Venus","flower_period","Spring","Flowering Time","October, November, December",
"Gardensonline","Correa Alba","flower_period","Summer","Flowering Time","February, March, April, May, June, July",
"Gardensonline","Corydalis flexuosa Blue","flower_period","Summer","Flowering Time","January, October, November, December",
"Gardensonline","Corymbia Cultivars","flower_period","Summer","Flowering Time","January, February, December",
"Gardensonline","Crassula sarmentosa Variegata","flower_period","Summer","Flowering Time","January, February, March, April, May",
"Gardensonline","Crocosmia Citronella","flower_period","Summer","Flowering Time","January, February, October, November, December",
"Gardensonline","Crocus","flower_period","Winter","Flowering Time","August, September, October",
"Gardensonline","Cucumis melo Cantalupensis Group","flower_period","Summer","Flowering Time","January, February, December",
"Gardensonline","Cucumis melo Inodorus","flower_period","Spring","Flowering Time","November, December",
"Gardensonline","Cucurbita moschata Butternut","flower_period","Summer","Flowering Time","January, November, December",
"Gardensonline","Cucurbita maxima Golden Nugget","flower_period","Summer","Flowering Time","January, November, December",
"Gardensonline","Cucurbita maxima Queensland Blue","flower_period","Summer","Flowering Time","January, November, December",
"Gardensonline","Cymbidium","flower_period","Winter","Flowering Time","August, September, October, November",
"Gardensonline","Cyphomandra","flower_period","Summer","Flowering Time","January, February, March, April, May, June, July, August, September, October, November, December",
"Gardensonline","Dahlia Anemone flowered","flower_period","Autumn","Flowering Time","March, April, May, June",
"Gardensonline","Dahlia Ball","flower_period","Summer","Flowering Time","January, February, March, April, May",
"Gardensonline","Dahlia Cactus","flower_period","Summer","Flowering Time","January, February, March, April, May",
"Gardensonline","Dahlia Collerette","flower_period","Summer","Flowering Time","January, February, March, April, May",
"Gardensonline","Dahlia Decorative","flower_period","Summer","Flowering Time","January, February, March, April, May",
"Gardensonline","Dahlia Double Orchid","flower_period","Summer","Flowering Time","January, February, March, April",
"Gardensonline","Dahlia Fimbriata Group","flower_period","Summer","Flowering Time","January, February, March, April, May",
"Gardensonline","Dahlia Miscellaneous","flower_period","Summer","Flowering Time","January, February, March, April, May",
"Gardensonline","Dahlia Paeony Group","flower_period","Summer","Flowering Time","January, February, March, April, May",
"Gardensonline","Dahlia Pompon","flower_period","Autumn","Flowering Time","March, April, May, June",
"Gardensonline","Dahlia SemiCactus","flower_period","Summer","Flowering Time","January, February, March, April, May",
"Gardensonline","Dahlia SingleFlowered","flower_period","Summer","Flowering Time","January, February, March, April, May",
"Gardensonline","Dahlia Star","flower_period","Summer","Flowering Time","January, February, March, April, May",
"Gardensonline","Dahlia Waterlily or NymphaeaFlowered","flower_period","Summer","Flowering Time","February, March, April, May, June",
"Gardensonline","Delphinium Pacific","flower_period","Summer","Flowering Time","January, February, March, April, November, December",
"Gardensonline","Dianthus","flower_period","Summer","Flowering Time","January, February, March, April, October, November, December",
"Gardensonline","Dianthus Allwoodii","flower_period","Summer","Flowering Time","January, February, March, October, November, December",
"Gardensonline","Dierama Blue Belle Rowblu","flower_period","Spring","Flowering Time","September, October, November, December",
"Gardensonline","Dimorphotheca","flower_period","Summer","Flowering Time","January, February, March, April, May, September, October, November, December",
"Gardensonline","Disa","flower_period","Summer","Flowering Time","January, February, March, April, May, December",
"Gardensonline","Duranta repens Geisha Girl","flower_period","Summer","Flowering Time","January, February, March, April, October, November, December",
"Gardensonline","Echeveria","flower_period","Summer","Flowering Time","January, February, March, April, May, June, July, September, October, November, December",
"Gardensonline","Echinacea","flower_period","Summer","Flowering Time","January, February, November, December",
"Gardensonline","Enkianthus Campanulatus","flower_period","Spring","Flowering Time","September, October, November",
"Gardensonline","Epimedium","flower_period","Spring","Flowering Time","September, October, November",
"Gardensonline","Eremurus","flower_period","Summer","Flowering Time","January, November, December",
"Gardensonline","Erica cinerea aureifolia Golden Drop","flower_period","Summer","Flowering Time","January, February, March, April, May, June",
"Gardensonline","Escallonia rubra Macrantha","flower_period","Summer","Flowering Time","January, February, March, October, November, December",
"Gardensonline","Escallonia PIxie Pink","flower_period","Summer","Flowering Time","January, February, March, April, November, December",
"Gardensonline","Eucalyptus caesia Magna","flower_period","Winter","Flowering Time","July, August, September",
